"營利事業統一編號","公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址",,"董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址",,,,,,,,,,,,,,,,,,
"22099174","6287","元隆電子股份有限公司","元隆","半導體業","－","新竹科學園區新竹市研發二路18號",,"陳清忠","陳弘元","范權奏","財務部協理","林朝欽","03-5770033","1987/06/08","2003/10/02","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1095363980,109536398,90725356,0,"個別","每年","股東會","永豐金證券股份有限公司","02-23816288","臺北市博愛路17號3樓","安永聯合會計師事務所","邱琬茹","許新民","AMPI　　","18, R&D Rd. 2, Science-based Industrial Park,　　Hsinchu 300, Taiwan, R.O.C.　　","03-5778211","samy@ampi.com.tw","http://www.ampi.com.tw","范權奏","財務部協理","5770033-394","samy@ampi.com.tw","www.ampi.com.tw/",
"89396315","6288","聯嘉光電股份有限公司","聯嘉","汽車工業","－","(35053)新竹科學工業園區苗栗縣竹南鎮科東一路二號",,"黃國欣","黃昉鈺","吳俊德","副總經理","林君宙","(037)539000","1995/06/13","2018/05/09","新台幣",,,,,,,,,,,,,,,,,"10.0000元",2056051920,205605192,0,0,"合併","每年","董事會","國票綜合證券股務代理部","(02)2528-8988","臺北市松山區南京東路五段188號15樓","勤業眾信聯合會計師事務所","陳明煇","張雅芸","EOI　　","No. 2, Kedong 1st  Road,  Chunan Town, Miaoli County,Hsinchu Science Park, Taiwan, R.O.C.","(037)585566","ir@eoi.com.tw","www.eoi.com.tw","林君宙","財務長","(037)539000","ir@eoi.com.tw","www.eoi.com.tw",
"11298247","6290","良維科技股份有限公司","良維","電子零組件業","－","台北市長安東路一段36號10樓",,"李淳正","李淳正","李博宇","董事長特助","鄭智文","02-25433567","1972/09/05","2005/06/03","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1564021950,156402195,0,0,"合併","每年","股東會","中國信託商業銀行股份有限公司","02-66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","蕭春鴛","林佳鴻","LONGWELL　　","10th FL., No.36, Sec. 1, Chang An E. RoadTaipei, Taiwan, R.O.C.　　","02-25681488","LW6290@longwell.com.tw","http://www.longwell.com","李博宇","董事長特助","02-25433567#314","paul.lee@longwell.com.tw","http://www.longwell.com.tw/Investment/tou-zi.asp",
"86541238","6291","沛亨半導體股份有限公司","沛亨","半導體業","－","新竹科學園區力行一路一號1樓A1",,"林志茂","林志茂","黃子瑋","財務長","陳銘俊","03-5772500","1992/01/20","2004/01/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",420000000,42000000,6666667,0,"合併","每年","股東會","中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","安侯建業聯合會計師事務所","黃海寧","鄭安志","AIC","1A1, No.1 Li-Hsin Rd. I , Science Park,Hsinchu, Taiwan, R.O.C.","03-5772510","PR@analog.com.tw","www.analog.com.tw","黃子瑋","財務長","03-5772500","PR@analog.com.tw","www.analog.com.tw",
"22133530","6292","迅德興業股份有限公司","迅德","電子零組件業","－","桃園縣龜山鄉民生北路一段38-1號",,"陳嘉雄","蕭春桂","張美薇","財務行政部經理","劉靜宜","03-3554556","1986/05/19","2003/11/26","新台幣",,,,,,,,,,,,,,,,,"10.0000元",469007120,46900712,0,0,"合併","每年","股東會","永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","資誠聯合會計師事務所","吳偉豪","鄭雅慧","　　AXIS","　　38-1,Ming Shen N. Rd.,Sec. 1,Kuei-Shan,　　Taoyuan , Taiwan","03-3554558","publicfin@axis.com.tw","www.axis.com.tw","張美薇","財務行政部經理","03-3554556 ext661","publicfin@axis.com.tw","www.axis.com.tw",
"97306837","6294","智基科技開發股份有限公司","智基","文化創意業","－","台南市北區成功路114號10樓之1",,"邱仕榮","邱仕榮","黃盈圖","財務協理","林宛柔","06-2258899","1996/12/21","2004/01/13","新台幣",,,,,,,,,,,,,,,,,"10.0000元",245727410,24572741,0,0,"合併","每年","董事會","福邦證券股份有限公司股務代理部","02-23711658","台北市中正區忠孝西路一段６號６樓","資誠聯合會計師事務所","葉芳婷","徐惠榆","Tekom","10F.-1, No.114, Chenggong Rd., North Dist., Tainan City 704, Taiwan (R.O.C.)Tainan City , Taiwan (R.O.C.)","06-2207979","ianhuang@tekom.com.tw","http://www.tekom.com.tw/","黃盈圖","財務協理","04-22221878","ianhuang@tekom.com.tw","http://www.tekom.com.tw/",
"53661269","6404","中國通訊多媒體集團有限公司","通訊-KY","資訊服務業","KY","台北市大安區光復南路102號8樓",,"Universal Altitude Investment Limited 代表人-Teo,Kean Eek","薛又瑋","陳家淇","財務長","Goh, Hwan Hua","02-77461389","2011/06/20","2014/07/23","新台幣",,,,,,,,,,,,,,,,,"10.0000元",243580000,24358000,9990000,0,"合併","每年","股東會","台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","國富浩華聯合會計師事務所","王家祥","卓慶全","CCMG","8F., No.102, Guangfu S. Rd., Da’an Dist.Taipei, Taiwan 10694","02-77130123","executive@ccmg.mobi","http://www.ccmg.mobi/","廖淑琪","經理","02-77461389","executive@ccmg.mobi","http://www.ccmg.mobi/privy.html",
"27340208","6405","悅城科技股份有限公司","悅城","光電業","－","桃園市中壢區北園路18號",,"陳春夏","陳春夏","陳春夏","董事長","王清鴻","(03)4335831","2004/07/13","2013/11/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",658000000,65800000,0,0,"合併","每年","董事會","凱基證券股份有限公司","(02)23892999","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","于智帆","林佳鴻","ONANO","No.18, Beiyuan Rd., Zhongli DistTaoyuan City 32063, Taiwan R.O.C.","(03)4335503","public@onano-nm.com","www.onano-nm.com","王清鴻","資深經理","(03)4335831","public@onano-nm.com","www.onano-nm.com/interest.html",
"28865032","6409","旭隼科技股份有限公司","旭隼","其他電子業","－","11494台北市內湖區新湖一路406號",,"謝卓明","謝卓明","王介民","財會經理","王家宜","02-27918296","2008/05/01","2014/03/31","新台幣",,,,,,,,,,,,,,,,,"10.0000元",877305670,87730567,0,0,"合併","每年","股東會","元大證券股務代理部","02-2586-5859","台北市承德路三段210號B1","勤業眾信聯合會計師事務所","虞成全","何瑞軒","VOLTRONIC","No.406, Xinhu 1st Road.,Neihu Dist., Taipei, Taiwan","02-87918216","investor@voltronic.com.tw","https://voltronicpower.com/zh-TW","王介民","經理","02-27918296","investor@voltronic.com.tw","https://voltronicpower.com/zh-TW/Investors/StakeholderEngagement",
"28081989","6411","晶焱科技股份有限公司","晶焱","半導體業","－","235603新北市中和區建八路2號18樓",,"李俊昌","姜信欽","洪如真","市場部副總","張偉達","(02)82278989","2006/01/20","2014/03/11","新台幣",,,,,,,,,,,,,,,,,"10.0000元",990010310,99001031,0,0,"合併","每年","董事會","群益金鼎證券股份有限公司","(02)27023999","台北市大安區敦化南路2段97號B2","安侯建業聯合會計師事務所","寇惠植","郭欣頤","Amazing","18F., No. 2, Jian 8th Rd., Zhonghe Dist.,New Taipei City 235603, Taiwan","(02)82278969","finance@amazingIC.com","www.amazingIC.com","王志隆","稽核主管","(02)82278989","Finance@amazingIC.Com","www.amazingIC.com",
"24284436","6412","群光電能科技股份有限公司","群電","電子零組件業","－","新北市三重區光復路二段 69 號30樓",,"呂進宗","曾國華","陳學毅","財務中心副總經理","林曼永","02-66260678","2008/12/24","2013/11/08","新台幣",,,,,,,,,,,,,,,,,"10.0000元",3990401260,399040126,0,0,"合併","每年","董事會","華南永昌綜合證券(股)公司","02-27186425","台北市民生東路四段54號4樓","資誠聯合會計師事務所","梁華玲","廖福銘","Chicony Power","30F, No. 69, Sec. 2, Guangfu Rd., Sanchong Dist.,New Taipei City 241, Taiwan, R.O.C.","02-29958020","public@chiconypower.com","http://www.chiconypower.com.tw/","林曼永","投資人關係資深處長","02-66260678#57220","Pearl_Lin@chiconypower.com","https://www.chiconypower.com/zh-tw/home/CSR",
"70380046","6414","樺漢科技股份有限公司","樺漢","電腦及週邊設備業","－","(235)新北市中和區建康路10號3至6樓",,"朱復銓","蔡能吉","林沄閒","董事長室特助","蔡能吉","02-5590-8050","1999/07/12","2014/03/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1319998680,131999868,4880000,0,"合併","每年","董事會","福邦證券股份有限公司","02-2371-1658","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","蕭佩如","于紀隆","ENNOCONN","3-6F., No.10, Jiankang Rd., Zhonghe DistNew Taipei City 235, Taiwan (R.O.C.)","02-5590-8051","Stockaffairs@ennoconn.com","https://www.ennoconn.com/index_zh-tw.html","林沄閒","發言人","02-5590-8050","stockaffairs@ennoconn.com","https://www.ennoconn.com/zh-tw/stakeholder-contacts/",
"02906023","6415","矽力杰股份有限公司","矽力*-KY","半導體業","KY","新北市中和區板南路653號10樓",,"陳偉","游步東及謝兵","梁翠嫚","經理","周婕","02-22215266","2008/02/07","2013/12/12","新台幣",,,,,,,,,,,,,,,,,,"2.5000元",962408230,384963292,0,0,"合併","每年","董事會","元大證券股份有限公司","02-2586-5859","台北市大同區承德路三段210號B1","勤業眾信聯合會計師事務所","簡明彥","陳俊宏","Silergy","10F., No. 653, Bannan Rd.,Zhonghe Dist., New Taipei City 235, ROC","02-22215778","IR@silergycorp.com","http://www.silergy.com","梁翠嫚","經理","02-22215266","IR@silergycorp.com","http://www.silergy.com"
"28488592","6416","瑞祺電通股份有限公司","瑞祺電通","通信網路業","－","新北市新莊區建國一路308號12樓",,"朱復銓","洪德富","陳衍詳","協理","林上瑞","02-77275788","2007/04/19","2018/04/16","新台幣",,,,,,,,,,,,,,,,,"10.0000元",733484600,73348460,0,0,"合併","每年","董事會","福邦證券股份有限公司股務代理部","(02)2383-6888","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","寇惠植","陳蓓琪","CASWELL","12F, No.308, Jianguo 1st Rd., Xinzhuang Dist.,New Taipei City 242047,Taiwan","02-77275799","spokesman@cas-well.com","www.cas-well.com","林上瑞","業務副總","02-77275788","spokesman@cas-well.com","http://tw.cas-well.com/corporate/governance.html#corporate-stakeholders",
"16877131","6417","韋僑科技股份有限公司","韋僑","通信網路業","－","台中市大里區仁化工二路99號",,"曾穎堂","江鴻佑","張祐棋","總經理室協理","陳小萍","04-24925298","1999/03/23","2015/10/08","新台幣",,,,,,,,,,,,,,,,,"10.0000元",422740000,42274000,0,0,"合併","每年","股東會","元大證券股份有限公司股務代理部","02-25865859","台北市大同區承德路三段210號地下一樓","勤業眾信聯合會計師事務所","蔣淑菁","劉力維","SAG","NO. 99, Renhuagong 2nd Rd., Dali Dist.Taichung 412. Taiwan","04-24927388","public@sag.com.tw","www.sag.com.tw","張祐棋","總經理室協理","04-24925298","public@sag.com.tw","https://www.sag.com.tw/investor-relations/",
"22774892","6418","詠昇電子股份有限公司","詠昇","電子零組件業","－","桃園市中壢區中福路二段十巷二號",,"黃塗城","黃金錫","黃金錫","總經理","魏惠茹","03-4527666","1988/02/03","2019/02/18","新台幣",,,,,,,,,,,,,,,,,"10.0000元",345220000,34522000,0,0,"合併","每年","股東會","康和綜合證券股份有限公司","02-87871888","台北市信義區基隆路一段176號地下一樓","資誠聯合會計師事務所","葉翠苗","于智帆","Y-S ELEC.","No.2, Lane 10, Sec. 2, ZhongFu Road,ZhongLi Dist. Taoyuan, Taiwan, R.O.C.","03-4527661","yselec@yselec.com.tw","http://www.yselec.com.tw","魏惠茹","財務長","03-4528098","yselec@yselec.com.tw","http://www.yselec.com.tw",
"28212547","6419","京晨科技股份有限公司","京晨科","光電業","－","新北市中和區建八路16號18樓之2",,"楊文彬","楊文彬","楊文彬暫代","總經理","楊文彬","(02)77392260","2006/08/17","2014/12/29","新台幣",,,,,,,,,,,,,,,,,"10.0000元",131591700,13159170,2725997,0,"合併","每年","董事會","永豐金證券股務代理部","(02)23816288","台北市博愛路17號3樓","眾智聯合會計師事務所","游佩靜","王智立","NUUO","18F.-2, No. 16, Jian 8th Rd., Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)","(02)87732260","efin@nuuo.com","http://www.nuuo.com","謝秉暾","經理","(02)-77392260","anderson_hsieh@nuuo.com","http://www.nuuo.com/CompanyNode.php?node_id=8#1",
"12894399","6423","億而得微電子股份有限公司","億而得-創","半導體業","－","新竹縣竹北市台元街28號7樓之2",,"黃文謙","黃文謙","陳香綺","協理","賴盈君","03-5526035","2001/09/04","2024/05/15","新台幣",,,,,,,,,,,,,,,,,"10.0000元",268100000,26810000,0,0,"個別","每年","董事會","元大證券(股)公司股務代理部","02-25865859","台北市大同區承德路三段210號B1樓","勤業眾信聯合會計師事務所","林心彤","林政治","YMC","7F-2, No.28, Tai-Yuen St., Chu-Pei City, Hsin-Chu County, Taiwan, R.O.C.Hsin-Chu County, Taiwan, R.O.C.","03-5526036","ir@ymc.com.tw","www.ymc.com.tw","賴盈君","經理","035526035","ir@ymc.com.tw","http://www.ymc.com.tw/ch/inverstor_Relations.html",
"22994919","6425","易發精機股份有限公司","易發","電機機械","－","桃園市中壢區自強四路3-2號",,"羅文進","劉國麟","邱耀進","管理部副總","龔光寰","03-4514199","1988/08/22","2019/01/18","新台幣",,,,,,,,,,,,,,,,,"10.0000元",436020000,43602000,0,0,"合併","每年","股東會","福邦證券股份有限公司","02-23711658","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","張至誼","洪國田","EFC","No.3-2, Ziqiang 4th Rd., Zhongli CityTaoyuan County 320, Taiwan (R.O.C.)","03-4517898","pr@efctw.com","https://www.efctw.com","邱耀進","管理部副總","03-4514199","pr@efctw.com","https://www.efctw.com",
"13111161","6426","統新光訊股份有限公司","統新","通信網路業","－","台南市新市區南科三路7號4樓",,"李英坤","藍宏利","李英坤","董事長","魏敬易","(06)5053700","2003/08/01","2021/03/24","新台幣",,,,,,,,,,,,,,,,,"10.0000元",385090000,38509000,0,0,"合併","每年","股東會","元富證券股務代理部","(02)2768-6668","台北市松山區光復北路11巷35號B1","安永聯合會計師事務所","黃世杰","洪國森","APOGEE","4F, NO.7, NANKE 3RD,SINSHIH DISTRICT, TAINAN CITY, TAIWAN","(06)5053701","accounting@nextapogee.com.tw","http://www.nextapogee.com.tw","李英坤","董事長","(06)5053700","law@nextapogee.com.tw","http://www.nextapogee.com.tw/ch/investors3-6.php",
"41181265","6431","光麗生技控股股份有限公司","光麗-KY","生技醫療業","KY","臺北市中山區建國北路二段66號9樓",,"BRIGHTNESS CO., LTD. 代表人：陳寬聰","張清璉","王翔遠","財務部協理","吳晉賢","02-25178779","2012/07/04","2014/12/04","新台幣",,,,,,,,,,,,,,,,,"10.0000元",723988350,72398835,21956000,0,"合併","每年","股東會","凱基證券股份有限公司股務代理部","02-23892999","台北市中正區重慶南路一段2號5樓","馬施云大華聯合會計師事務所","趙翊棋","黃俊諺","KL","9F., No. 66, Sec. 2, Jianguo N. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)","02-25174559","PR@kl-holdings.com","http://www.kl-holdings.com/","王翔遠","財務主管","02-25178779","Shawnwang@kl-holdings.com","http://www.kl-holdings.com/govern06.asp",
"12688172","6432","今展科技股份有限公司","今展科","電子零組件業","－","新北市三重區重新路五段646號14樓",,"王琴賢","王琴賢","任若琳","財務長","楊偉堅","02-29998313","2001/02/20","2015/05/20","新台幣",,,,,,,,,,,,,,,,,"10.0000元",305956290,30595629,0,0,"合併","每年","股東會","永豐金證券股務代理部","02-23816288","台北市博愛路17號3樓","勤業眾信聯合會計師事務所","劉建良","林文欽","ARLITECH","14F , NO. 646 ESC . 5,CHUNG HSING RD.,SANCHUNG.NEW TAIPEI CITY,TAIWAN,R.O.C","02-29997582","vivian_jen@arlitech.com.tw","www.arlitech.com.tw","任若琳","財務長","02-29998313","vivian_jen@arlitech.com.tw","www.arlitech.com.tw",
"28112723","6435","大中積體電路股份有限公司","大中","半導體業","－","新竹科學園區篤行一路6號5樓",,"薛添福","薛添福","薛添福","董事長暨總經理","陳麗嬌","(03)563-5818","2008/08/14","2016/01/07","新台幣",,,,,,,,,,,,,,,,,"10.0000元",373263000,37326300,0,0,"合併","每年","董事會","元富證券股份有限公司股務代理部","(02)2768-6668","台北市光復北路11巷35號B1","資誠聯合會計師事務所","李典易","白淑蒨","Sinopower","5F,No.6,Dusing 1st Rd.,Hsinchu Science Park,Hsinchu 300,Taiwan","(03)563-5080","ir@sinopowersemi.com","www.sinopowersemi.com","陳麗嬌","處長","(03)563-5818","joycechen@sinopowersemi.com","https://www.sinopowersemi.com/investors/",
"70753397","6438","迅得機械股份有限公司","迅得","其他電子業","－","桃園市中壢區榮民路421號",,"官錦&#22531;","王年清","黃發保","營運長","江明昇","03-4356870","1999/10/28","2021/01/19","新台幣",,,,,,,,,,,,,,,,,"10.0000元",752817110,75281711,4000000,0,"合併","每半會計年度","董事會","台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","莊文源","楊清鎮","SAA","No.421 Rungmin Rd.,Zhongli District, Taoyuan City, Taiwan","03-4356871","Kris.Huang@sac-symtek.com","www.saa-symtek.com","黃發保","營運長","03-4356870#508","Kris.Huang@sac-symtek.com","www.saa-symtek.com",
"53562649","6441","廣錠科技股份有限公司","廣錠","電腦及週邊設備業","－","新北市汐止區新台五路一段93號24樓",,"廖良彬","林建驊","林建驊","總經理","黃慧蘭","77535888","2011/12/13","2017/09/27","新台幣",,,,,,,,,,,,,,,,,"10.0000元",533184290,53318429,0,0,"合併","每年","股東會","中國信託代理部","(02)6636-5566","100台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","周仕杰","黃堯麟","IBS","24F., No. 93, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 221, Taiwan (R.O.C.)","26975988","ibg@ibasegaming.com","www.ibasesolution.com.tw","黃慧蘭","財務長","77535888","tina@ibasesolution.com","www.ibasesolution.com.tw",
"97119975","6442","光紅建聖股份有限公司","光聖","通信網路業","－","新北市淡水區中正東路二段27-8號13樓",,"CHEN, STEVE","張英華","莊國安","處長","丁&#32137;娟","(02)2808-6333","1996/09/04","2015/07/14","新台幣",,,,,,,,,,,,,,,,,"10.0000元",756000000,75600000,0,0,"合併","每年","董事會","台新綜合證券(股)公司股務代理部","(02)2504-8125","台北市建國北路一段96號B1","勤業眾信聯合會計師事務所","陳俊宏","張正修","EZconn","13F. No. 27-8, Sec. 2, Zhongzheng E. Rd., Tamsui Dist.New Taipei City 25170, Taiwan (R.O.C.)","(02)2809-6161","allen.chuang@ezconn.com","www.ezconn.com","莊國安","處長","02-2808-6333分機8668","allen.chuang@ezconn.com","www.ezconn.com",
"28997300","6443","元晶太陽能科技股份有限公司","元晶","光電業","－","新北市新店區北新路3段225號8樓",,"偉任投資股份有限公司","洪振仁","江郅豪","副總經理","廖偉然","(02)2912-2199","2010/06/24","2015/10/01","新台幣",,,,,,,,,,,,,,,,,"10.0000元",5386914660,512796730,0,25894736,"合併","每年","股東會","第一金證券(股)公司股務代理部","(02)2563-5711","台北市大安區安和路一段27號6樓","勤業眾信聯合會計師事務所","虞成全","陳薔旬","TSEC","8F, No. 225, Sec. 3, Beixin Rd., Xindian Dist.New Taipei City 231, Taiwan (R.O.C.)","(02)2917-5399","ir@tsecpv.com","www.tsecpv.com","江郅豪","副總經理","(02)2912-2199","spokesman@tsecpv.com","http://www.tsecpv.com/zh-tw/investors/irCorpGovern/related",
"70557655","6446","藥華醫藥股份有限公司","藥華藥","生技醫療業","－","台北市南港區園區街3號13樓",,"詹青柳","黃正谷","林國鐘","執行長","張慧敏","02-26557688","2000/05/09","2024/01/25","新台幣",,,,,,,,,,,,,,,,,"10.0000元",3409068910,340906891,42960145,0,"合併","每年","股東會","中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","安永聯合會計師事務所","呂倩雯","張巧穎","PEC","13F, No.3, YuanQu St., NanKang Dist.,Taipei 115, Taiwan","02-26557626","ir@pharmaessentia.com","http://www.PharmaEssentia.com","張慧敏","處長","(02)26557688","ir@pharmaessentia.com","http://www.pharmaessentia.com",
"28064644","6449","鈺邦科技股份有限公司","鈺邦","電子零組件業","－","苗栗縣竹南鎮科東三路2、6號4樓",,"鄭敦仁","林溪東","李佩玲","財務處處長","林溪東","037-777588","2005/12/23","2014/12/09","新台幣",,,,,,,,,,,,,,,,,"10.0000元",889535140,88953514,0,0,"合併","每年","股東會","福邦證券股份有限公司股務代理部","(02)23711658","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","吳俊源","陳政學","APAQ","4F., No.2&6, Kedong 3rd Rd.Miaoli County, Taiwan, R.O.C.","037-777566","estherli@apaq.com.tw","http://www.apaq.com.tw/","李佩玲","財務處處長","037-777588","estherli@apaq.com.tw","http://www.apaq.com.tw/tw_stakeholder.asp",
"38649225","6451","訊芯科技控股股份有限公司","訊芯-KY","半導體業","KY","台北市信義區光復南路495號11樓之5",,"蔣尚義","徐文一","王耀偉","經理","羅志華","02-22688368","2008/01/08","2015/01/26","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1074648000,107464800,0,0,"合併","每年","董事會","福邦證券股份有限公司股務代理部","(02)2383-6888","台北市忠孝西路一段6號6樓","安侯建業聯合會計師事務所","趙敏如","張純怡","ShunSin","11F.-5, No.495, Guangfu S. Rd., Xinyi Dist.Taipei City 110, Taiwan (R.O.C.)","867602338211","sst@shunsintech.com","http://www.shunsintech.com/","王耀偉","經理","02-22688368","sst@shunsintech.com","http://www.shunsintech.com/tw/StakeHolder.html",
"41420316","6456","GIS Holding Limited","GIS-KY","光電業","KY","苗栗縣竹南鎮科中路12號8樓(訴訟及非訟代理人聯絡處)",,"周賢穎","徐同炤","林原平","財務長","蔡明宏","037-777939","2011/01/04","2015/06/12","新台幣",,,,,,,,,,,,,,,,,"10.0000元",3379398000,337939800,0,0,"合併","每年","董事會","福邦證券股份有限公司","02-2371-1658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","胡智華","徐潔如","GIS","8F, No. 12, Kezhong Road, Zhunan TownshipMiaoli County 350401, Taiwan, R.O.C.","037-777633","ir@gis-touch.com","https://www.gis-touch.com","林原平","財務長","037-777939","ir@gis-touch.com","https://www.gis-touch.com",
"28751690","6457","紘康科技股份有限公司","紘康","半導體業","－","台北市士林區承德路四段172號5樓",,"趙伯寅","趙伯寅","李金幸","行政處協理","陳寶桂","(02)2880-4288","2007/07/09","2015/06/12","新台幣",,,,,,,,,,,,,,,,,"10.0000元",318547920,31854792,0,0,"合併","每年","董事會","元富證券股份有限公司","(02)2768-6668","台北市光復北路11巷35號B1","勤業眾信聯合會計師事務所","戴信維","郭俐雯","HYCON","5F., No.172, Sec. 4, Chengde Rd., Shilin DistTaipei City 11167 , Taiwan (R.O.C)","(02)2880-4287","Investors@hycontek.com","www.hycontek.com","李金幸","行政處協理","886-2-2880-4288","Investors@hycontek.com","www.hycontek.com",
"53104031","6461","益得生物科技股份有限公司","益得","生技醫療業","－","台北市內湖區瑞光路358巷36號3樓",,"林智暉","吳維修","皮先智","發言人","周家瑋","02-77218877","2010/10/28","2018/03/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1374085000,137408500,0,0,"個別","每年","股東會","元大證券(股)公司股務代理部","02-25865859","台北市大同區承德路三段210號B1","勤業眾信聯合會計師事務所","何瑞軒","陳招美","Intech","3F., No.36, Ln. 358, Ruiguang Rd.,Neihu Dist., Taipei City 114, Taiwan","02-77218800","investor@intechbiopharm.com","http://www.intechbiopharm.com","皮先智","發言人","02-77218877","investor@intechbiopharm.com","investor@intechbiopharm.com",
"28835517","6462","神盾股份有限公司","神盾","半導體業","－","新竹市東區慈雲路118號30樓之1",,"羅森洲","羅森洲","李宜平","資深副總經理","張心玲","(02)26589768","2007/12/26","2015/12/23","新台幣",,,,,,,,,,,,,,,,,"10.0000元",742717540,74271754,5000000,0,"合併","每年","董事會","元大證券股務代理部","(02)25865859","台北市承德路三段210號地下一樓","資誠聯合會計師事務所","黃珮娟","潘慧玲","EGIS","30F.-1, No. 118, Ciyun Rd., East Dist.,Hsinchu City , Taiwan (R.O.C.)","(02)26588368","ir@egistec.com","http://www.egistec.com","李宜平","資深副總經理","(02)26589768","ir@egistec.com","http://www.egistec.com",
"28371951","6464","台灣數位光訊科技股份有限公司","台數科","其他","－","台中市西屯區文心路二段201號6樓之6",,"廖紫岑","廖紫岑","廖紫岑","董事長","林淑鈴","04-37050000","2006/08/02","2015/12/16","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1276131380,127613138,0,0,"合併","每半會計年度","股東會","台新證券股務代理部","02-2504-8125","台北市中山區建國北路一段96號地下一樓","安侯建業聯合會計師事務所","陳燕慧","張字信","top MSO","6F.-6, No.201, Sec. 2, Wenxin Rd., Xitun DistTaichung City 407, Taiwan (R.O.C.)","04-37056418","sandy@topmso.com.tw","www.topmso.com.tw","林淑鈴","財務長","0437050000","6464@topmso.com.tw","https://www.topmso.com.tw/index.php/tw/csr/stakeholder_topIssue",
"24497254","6465","威潤科技股份有限公司","威潤","通信網路業","－","台北巿內湖區內湖路一段120巷13號8樓",,"吳佳蓉","吳佳蓉","吳玟叡","財務長","暫缺","02-2797-5852","2010/01/19","2015/11/20","新台幣",,,,,,,,,,,,,,,,,"10.0000元",522816750,52281675,27638590,0,"合併","每年","股東會","台新綜合證券股份有限公司","02-2504-8125","台北市建國北路一段96號B1","資誠聯合會計師事務所","于智帆","葉翠苗","ATrack","8F., No. 13, Ln. 120, Sec. 1,Neihu Rd., Neihu Dist., Taipei  City 114","02-2797-4030","ir@atrack.com.tw","http://www.atrack.com.tw","吳玟叡","財務長","02-2797-5852","ir@atrack.com.tw","http://www.atrack.com.tw/investors/???q?v?z/",
"12803476","6469","大樹醫藥股份有限公司","大樹","生技醫療業","－","桃園市桃園區復興路186號18樓",,"鄭明龍","鄭明龍","盧山峰","副總經理","吳淑宜","03-4333123","2001/05/15","2016/03/30","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1125378880,112537888,0,0,"合併","每年","董事會","台新證券股務代理部","(02)2504-8125","台北市建國北路一段96號地下一樓","安永聯合會計師事務所","鄭清標","張志銘","Great Tree","18F.,No.186, Fuxing Rd.,Taoyuan Dist.,Taoyuan City 330, Taiwan, R.O.C","03-4333033","stock@greattree.com.tw","http://www.greattree.com.tw","吳淑宜","財務部協理","03-4333123","stock@greattree.com.tw","http://www.greattree.com.tw/article-page/investor",
"27375986","6470","宇智網通股份有限公司","宇智","通信網路業","－","新竹市金山八街1號3樓",,"袁允中","袁允中","袁允中","董事長","王英傑","03-5797969","2004/06/15","2015/11/03","新台幣",,,,,,,,,,,,,,,,,"10.0000元",376941000,37694100,0,0,"合併","每年","董事會","宏遠證券股份有限公司","(02)7719-8899","台北市大安區信義路4段236號3樓","勤業眾信聯合會計師事務所","蔡美貞","林心彤","U-MEDIA","3F,No.1,Jin-Shan 8th St.,Hsinchu 300,Taiwan,R.O.C.","03-5798718","ir@u-media.com.tw","http://www.u-media.com.tw","王英傑","董事長特助","03-5797969","ir@u-media.com.tw","http://www.u-media.com.tw",
